produto,cor_produto,motivo,etapa,observacao
371833,0013,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
371833,05052,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
371834,04097,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
371834,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
371846,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
371848,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
371848,07742,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
371850,7122,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
371860,0013,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
371863,05024,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
371863,07742,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
371868,0013,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
371868,05024,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
371868,07836,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
371880,0013,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
371880,05024,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
371880,07836,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372004,59467,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372005,59467,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372006,59467,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372014,61665,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372015,61665,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372017,59547,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372018,59547,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372032,59602,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372033,59602,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372042,59614,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372046,59554,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372073,59557,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372087,59557,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372093,59481,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372094,59481,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372096,59593,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372097,59591,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372098,59593,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372099,59593,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372104,59548,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372249,59474,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372250,59481,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372251,59481,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372256,59670,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372279,59473,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372280,59476,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372287,59498,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372302,59709,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372307,59498,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372308,59721,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372309,59721,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372368,59548,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372370,59547,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372373,59498,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372374,59576,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372397,59574,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372429,59591,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372430,59537,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372431,59548,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372432,59548,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372433,59547,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372438,59516,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372439,59498,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372440,59498,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372441,59498,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372442,59498,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372446,59534,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372447,59560,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372451,59535,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372471,59533,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372472,59533,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372474,59536,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372475,59587,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372476,59587,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372477,59587,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372478,59587,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372479,59525,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372480,59497,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372481,59497,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372526,59555,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372527,59555,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372536,59592,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372537,59479,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372539,59479,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372540,59479,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372541,59479,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372557,59499,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372558,59499,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372666,59574,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372669,59474,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372697,59500,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372698,59500,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372699,59500,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372704,59594,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372706,59594,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372707,59594,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372714,59612,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372715,59612,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372716,59612,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372717,59612,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372718,59612,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372719,59612,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372752,55453,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372754,55454,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372755,55453,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372756,55453,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372831,59481,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372920,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372922,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372923,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372927,07742,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372928,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372931,07742,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372932,05052,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372936,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372938,07448,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372981,59498,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372988,59534,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
372989,59534,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373022,59500,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
373028,59504,ID_CAMPANHA_NAO_AUTORIZADO_PELO_PRODUCT_OWNER,GATE_HUMANO_ID_CAMPANHA,"Registro tecnicamente candidato conforme legado, mas campanha ainda nao foi autorizada explicitamente."
